LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,DaysPastDue,OriginalValue,CreditScore,Term,Mo_Term,Mo_Payment,Rem_Term,Seasoning,Bad
3253,7703.91,21,349,0,5500,636,54,53,349.00,28,0.47,0
3254,9719.69,21,378,0,6800,527,55,60,378.00,34,0.43,0
3255,13159.16,18,409,0,5800,608,66,65,409.00,44,0.32,0
3257,3216.68,21,298,113,2287.5,575,47,53,298.00,12,0.77,0
3258,2678.86,21,392,0,4675,646,53,53,392.00,7,0.87,0
3259,5061.03,21,292,43,1550,557,41,59,292.00,21,0.64,0
3260,12159.35,18,465,17,9425,520,54,65,465.00,33,0.49,0
3261,12039.32,21,363,168,7550,503,65,55,363.00,50,0.09,1
3262,12495.67,21,507,0,11150,603,53,53,507.00,33,0.38,0
3263,9876.85,21,421,0,7750,457,53,74,421.00,30,0.59,0
3264,10217.91,21,392,127,5350,472,53,48,392.00,35,0.27,1
3265,12586.47,21,436,12,9100,450,60,48,436.00,41,0.15,0
3268,6754.84,21,329,0,3725,433,47,42,329.00,26,0.38,0
3270,9630.59,21,383,6,5800,557,54,48,383.00,33,0.31,0
3271,12243.61,21,464,76,8700,552,53,48,464.00,36,0.25,0
3272,7819.58,21,326,10,4700,564,53,72,326.00,31,0.57,0
3273,13488.06,18,435,0,9675,591,65,71,435.00,42,0.41,0
3274,8613.2,21,356,0,4900,573,54,48,356.00,32,0.33,0
3275,8735.46,21,363,0,5100,528,53,72,363.00,32,0.56,0
3276,8363.14,21,364,0,5950,476,53,60,364.00,30,0.50,0
3277,10196.79,21,398,103,5500,658,53,66,398.00,34,0.48,0
3278,10239.42,21,383,0,10100,495,59,60,383.00,36,0.40,0
3279,10543.76,21,364,172,4625,712,53,63,364.00,41,0.35,1
3281,7913.54,21,337,0,3650,622,56,58,337.00,31,0.47,0
3282,24028.98,18,636,31,15025,540,71,66,636.00,56,0.15,0
3284,7761.92,21,329,0,3700,610,53,73,329.00,31,0.58,0
3287,11472.66,21,436,168,9800,448,59,60,436.00,36,0.40,1
3288,8491.11,21,435,0,9200,510,53,71,435.00,24,0.66,0
3289,10165.77,21,431,0,9525,553,59,76,431.00,31,0.59,0
3290,5782.45,21,329,43,2825,393,47,72,329.00,21,0.71,0
3291,8914.06,21,387,62,3425,421,54,72,387.00,30,0.58,0
3292,6922.03,21,363,12,4575,481,53,72,363.00,23,0.68,0
3293,6476.13,21,334,0,2250,472,54,33,334.00,24,0.27,0
3294,10739.05,21,493,5,8725,629,53,36,493.00,28,0.22,0
3295,4187.78,21,292,74,2450,486,41,51,292.00,17,0.67,0
3296,8238.71,21,363,23,3850,445,55,60,363.00,29,0.52,0
3297,7621.63,21,378,34,6475,529,53,36,378.00,25,0.31,0
3298,12089.68,21,396,387,5125,436,59,51,396.00,44,0.14,1
3299,6333.61,21,334,0,3350,449,53,39,334.00,23,0.41,0
3300,12199.15,18,473,117,9950,496,57,42,473.00,33,0.21,0
3301,10461.15,21,421,10,3650,646,60,48,421.00,33,0.31,0
3302,6646.66,18,306,0,6925,521,60,72,306.00,26,0.64,0
3303,7179,21,334,107,2975,542,53,60,334.00,27,0.55,0
3304,6909.04,21,335,17,4700,458,53,72,335.00,26,0.64,0
3306,7400.45,21,383,18,5050,526,53,72,383.00,24,0.67,0
3308,9247.72,21,478,6,7600,580,53,72,478.00,24,0.67,0
3309,6115.23,21,334,0,3350,566,53,73,334.00,22,0.70,0
3312,10060.88,21,339,229,5250,631,59,67,339.00,42,0.37,1
3315,5504.48,21,277,3,2875,543,53,51,277.00,25,0.51,0
3316,8801.25,21,363,123,3700,497,53,62,363.00,32,0.48,1
3317,8039.95,21,407,0,6475,513,53,72,407.00,24,0.67,0
3318,10040.69,18,394,0,9825,553,65,60,394.00,32,0.47,0
3320,5404.6,21,329,15,1675,621,47,72,329.00,20,0.72,0
3321,5548.9,21,298,145,1925,472,47,72,298.00,23,0.68,1
3322,7520.35,21,412,0,9050,597,53,71,412.00,22,0.69,0
3323,9097.03,21,464,0,7275,516,53,72,464.00,24,0.67,0
3326,15473.13,16.22,474.1,0,18363,575,53,72,474.10,43,0.40,0
3327,21775.01,14.84,503.11,0,20890,574,72,68,503.11,62,0.09,0
3328,18031.8,15.08,597.85,0,21898,597,48,72,597.85,38,0.47,0
3329,12618.52,13.71,285.05,0,11027,658,72,75,285.05,62,0.17,0
3330,16381.31,13.41,365.87,0,15325,668,72,72,365.87,62,0.14,0
3331,15870.33,14.93,368.97,0,16413,678,72,72,368.97,62,0.14,0
3332,21743.54,16.8,518.83,0,20175,598,72,72,518.83,64,0.11,0
3333,15844.81,13.3,369.62,0,15341,610,72,73,369.62,58,0.21,0
3334,25412.2,14.74,637.49,0,29000,568,66,72,637.49,55,0.24,0
3335,18700.85,13.3,415.68,0,18151,611,72,73,415.68,63,0.14,0
3337,23470.47,10.31,479.71,0,22793,650,72,55,479.71,64,-0.16,0
3338,10380.76,13.76,275.38,0,11381,630,60,74,275.38,50,0.32,0
3339,13796.31,16.49,328.05,0,12588,616,72,75,328.05,63,0.16,0
3340,25815.9,10.89,538.11,0,20078,667,72,72,538.11,63,0.13,0
3386,13901.96,11.66,294.37,0,13821,640,72,72,294.37,64,0.11,0
3387,15721.65,14.04,343.99,0,14488,640,73,72,343.99,66,0.08,0
3388,18553.61,11.68,428.5,0,20793,645,66,72,428.50,56,0.22,0
3389,13116.09,11.1,264.03,0,14585,540,73,72,264.03,67,0.07,0
3390,11883.62,11.5,247.72,15,11226,583,72,72,247.72,65,0.10,0
3391,23125.67,10.92,481.83,0,24688,674,72,72,481.83,63,0.13,0
3392,19607.63,10.86,407.95,0,15854,555,72,72,407.95,63,0.13,0
3393,19661.21,16.41,491.4,0,17589,606,65,72,491.40,58,0.19,0
3394,13772.87,11.67,292.82,0,12120,690,72,60,292.82,63,-0.05,0
3395,15863.65,12.92,353.02,0,13880,564,72,72,353.02,62,0.14,0
3396,23287.66,12.99,522.02,0,21700,679,72,72,522.02,61,0.15,0
3397,21346.66,12.92,469.31,0,18350,645,72,72,469.31,63,0.13,0
3398,16654.75,11.09,350.19,0,15379,682,72,72,350.19,63,0.13,0
3399,16982.6,14.11,380.84,0,14483,556,72,42,380.84,64,-0.52,0
3400,13515.82,15.2,309.51,0,10624,576,72,60,309.51,64,-0.07,0
3401,11395.12,10.99,268.62,0,12997,604,72,72,268.62,54,0.25,0
3402,17107.87,14.8,396.05,0,15712,622,72,72,396.05,62,0.14,0
3403,14385.99,11.53,303.61,0,12759,633,72,72,303.61,64,0.11,0
3404,18657.81,14.8,427.98,0,15467,533,72,72,427.98,63,0.13,0
3405,27871.44,16.3,643.83,8,26501,598,73,72,643.83,66,0.08,0
3406,23810.05,13.05,658.84,0,21725,659,55,60,658.84,46,0.23,0
3407,19958.65,15.07,458.69,0,18269,652,72,73,458.69,63,0.14,0
3408,11257.97,14.49,297.89,0,13050,692,60,72,297.89,51,0.29,0
3409,18538.32,10.45,384.69,0,32794,659,72,72,384.69,63,0.13,0
3410,16088.12,14.14,350.7,34,14632,599,72,72,350.70,66,0.08,0
3411,34079.97,10.86,675,34,30481,589,73,72,675.00,68,0.06,0
3412,29932.59,11.47,631.36,0,26071,587,72,72,631.36,63,0.13,0
3413,24501.17,11.71,511.9,5,20801,511,72,75,511.90,65,0.13,0
3414,12644.88,12.7,271.49,0,12479,638,72,75,271.49,65,0.13,0
3415,21051.39,10.94,440.64,0,21302,640,72,72,440.64,63,0.13,0
3416,21353.87,15.05,490.09,0,18150,544,72,72,490.09,63,0.13,0
3417,20048.74,11.45,423.35,0,15733,664,72,73,423.35,63,0.14,0
3418,28276.53,10.7,579.43,0,22619,540,72,72,579.43,64,0.11,0
3419,19023.78,11.05,393,7,17438,647,72,74,393.00,64,0.14,0
3420,10608.62,11.82,227.39,0,14430,655,72,73,227.39,63,0.14,0
3421,13479.43,11.57,289.67,0,13962,664,72,72,289.67,62,0.14,0
3422,20868.85,11.74,442.9,0,20461,648,72,72,442.90,63,0.13,0
3423,16535.69,12.91,360.81,0,13127,624,72,58,360.81,63,-0.09,0
3424,27250.72,10.34,563.42,0,24524,677,72,72,563.42,63,0.13,0
3425,9351.94,10.64,190.02,0,11144,670,72,72,190.02,65,0.10,0
3426,12299.16,11.2,306.17,0,13400,772,60,72,306.17,51,0.29,0
3427,18761.57,11.05,394.58,0,16525,677,72,72,394.58,63,0.13,0
3428,13020.79,11.88,327.23,0,14325,729,60,63,327.23,51,0.19,0
3429,26557.56,11.56,544.6,6,21050,606,73,75,544.60,66,0.12,0
3430,16390.05,15.13,376.1,0,15282,615,72,72,376.10,64,0.11,0
3431,13912.56,15.19,316.2,1,11014,606,72,72,316.20,65,0.10,0
3432,11731.48,13.28,374.83,0,14407,606,48,58,374.83,39,0.33,0
3433,16048.3,15.14,364.44,1,13918,556,72,72,364.44,65,0.10,0
3434,17140.7,16.15,405.13,0,14211,628,72,73,405.13,63,0.14,0
3435,17340.42,13.01,368.28,28,13502,563,72,72,368.28,66,0.08,0
3436,8089.82,11.13,326.65,0,10739,585,36,74,326.65,28,0.62,0
3437,14571.42,11.22,356.64,5,16400,654,60,66,356.64,52,0.21,0
3438,14464.33,15.28,336.07,0,15899,641,72,73,336.07,63,0.14,0
3439,13490.16,10.63,342.03,0,14798,667,60,104,342.03,49,0.53,0
3440,16257.14,12.99,496.69,0,14854,631,48,108,496.69,41,0.62,0
3441,9301.12,10.6,193.9,0,9298,617,72,1562,193.90,63,0.96,0
3442,20193.04,11.46,416.19,27,16071,561,72,104,416.19,65,0.38,0
3443,20718.62,10.86,425.58,0,17661,599,72,110,425.58,64,0.42,0
3445,16739.04,15.22,388.52,0,14013,696,72,104,388.52,63,0.39,0
3446,14209.14,11.23,345.02,0,11909,659,60,128,345.02,52,0.59,0
3447,15577.09,13.13,344.63,0,15350,720,72,120,344.63,63,0.48,0
3448,10580.76,11.08,217.8,0,10570,625,72,128,217.80,65,0.49,0
3449,11888.64,16.1,279.22,0,14658,571,72,118,279.22,64,0.46,0
3450,11914.07,16.4,282.81,0,11006,586,72,129,282.81,63,0.51,0
3451,18456.79,13.02,463.61,0,25494,704,60,125,463.61,52,0.58,0
3452,14852.28,11.85,311,0,19398,547,72,107,311.00,65,0.39,0
3453,16018.83,11.71,342.73,0,15575,671,72,108,342.73,63,0.42,0
3454,11912.25,11.15,251.23,0,10510,615,72,115,251.23,63,0.45,0
3455,14155.69,14.52,504.77,0,12450,686,43,72,504.77,34,0.53,0
3456,11918.16,13.33,316.89,0,13475,774,60,67,316.89,49,0.27,0
3457,13247.58,11.62,358.36,0,16156,620,54,64,358.36,46,0.28,0
3458,18226.5,10.96,377.63,0,19791,693,72,72,377.63,64,0.11,0
3459,22124.47,11.8,478.38,0,20985,770,72,62,478.38,62,0.00,0
3460,25657.91,11.3,537.86,0,24767,564,72,73,537.86,64,0.12,0
3462,18382.48,13.01,475.89,0,16400,684,60,73,475.89,50,0.32,0
3463,14695.82,12.6,321.39,0,12600,728,72,74,321.39,63,0.15,0
3464,12457.07,13.41,398.46,0,15912,645,48,72,398.46,39,0.46,0
3465,26236.42,12.9,565.77,0,21473,665,72,72,565.77,65,0.10,0
3466,11703.76,11.03,241.48,0,11595,640,72,72,241.48,64,0.11,0
3467,20957.41,11.66,449.72,0,19906,571,72,60,449.72,62,-0.03,0
3468,11052.95,20.02,280.31,0,10437,631,72,72,280.31,65,0.10,0
3469,18627.68,11.57,395.25,0,15405,594,72,72,395.25,63,0.13,0
3470,23523.92,16.33,549.76,0,24962,635,72,72,549.76,65,0.10,0
3471,13672.33,14.18,308.19,0,11668,673,72,72,308.19,63,0.13,0
3473,27674.47,12.79,593.8,0,25572,636,72,63,593.80,65,-0.03,0
3474,15833.77,11.5,338.03,0,17400,643,72,72,338.03,62,0.14,0
3475,25208.02,12.86,561,0,21979,648,72,72,561.00,62,0.14,0
3476,13337.57,10.2,275.88,0,14207,552,72,59,275.88,63,-0.07,0
3477,16147.16,11.83,332.25,0,13482,617,73,66,332.25,66,0.00,0
3478,20282.94,12.86,439.98,0,18769,597,72,48,439.98,64,-0.33,0
3479,10056.98,13.21,221.44,0,9854,622,72,60,221.44,63,-0.05,0
3480,13880.87,10.38,332.99,0,16175,753,60,72,332.99,52,0.28,0
3481,17231.73,10.48,352.81,0,18450,645,72,72,352.81,64,0.11,0
3482,16591.53,13.52,351.88,0,14652,559,74,72,351.88,68,0.06,0
3483,18079.78,12.89,391.42,0,16875,561,72,62,391.42,64,-0.03,0
3484,22888.62,12.93,493.78,0,19960,634,72,63,493.78,65,-0.03,0
3485,14808.8,13.06,318.98,0,13799,575,72,37,318.98,65,-0.76,0
3486,13489.88,12.99,291.65,0,14121,547,72,74,291.65,65,0.12,0
3487,29818.14,12.82,643.3,0,42025,551,72,66,643.30,64,0.03,0
3488,12308.03,10.7,257.98,0,12591,594,72,72,257.98,62,0.14,0
3489,22835.08,16.34,533.2,0,21683,528,72,65,533.20,65,0.00,0
3490,19203.63,12.97,415.06,0,16803,615,72,60,415.06,64,-0.07,0
3491,17607.24,10.38,370.34,0,14549,623,72,75,370.34,62,0.17,0
3492,28557.62,10.1,579.07,0,28350,544,72,74,579.07,64,0.14,0
3494,11087.56,10.56,222.55,18,9061,602,72,73,222.55,66,0.10,0
3495,14076.71,16.53,386.99,0,12441,640,60,72,386.99,51,0.29,0
3496,25973.45,11.3,542.54,0,21528,692,72,75,542.54,64,0.15,0
3497,19270.21,11.5,402.14,0,15082,599,72,72,402.14,64,0.11,0
3498,11889.32,11.2,248.05,0,10541,648,72,72,248.05,64,0.11,0
3499,17845.06,10.48,369.66,0,16810,713,72,72,369.66,63,0.13,0
3500,20921.57,10.64,435.19,0,16915,659,72,74,435.19,63,0.15,0
3502,13475.94,10.53,322.39,0,12733,673,60,72,322.39,52,0.28,0
3503,13850.28,16.5,322.81,0,15682,574,72,72,322.81,65,0.10,0
3504,11908.11,11.94,247.75,0,12516,594,72,72,247.75,66,0.08,0
3505,2288.93,21,349,22,4200,547,53,72,349.00,7,0.90,0
3510,10390.77,21,356.77,295,4800,515,42,71,356.77,41,0.42,1
3511,11093.57,21,460.8,93,6850,470,36,65,460.80,32,0.51,0
3512,11548.37,21,514.18,80,5400,586,36,60,514.18,29,0.52,0
3513,14359.33,21,433.55,0,11850,461,60,72,433.55,50,0.31,0
3516,14746.78,21,519.57,58,8600,473,48,60,519.57,40,0.33,0
3520,4122.35,21,407,0,5650,644,53,66,407.00,11,0.83,0
3523,18604.76,21,651.24,217,7850,439,42,72,651.24,40,0.44,1
3524,17036,21,641.83,100,6675,466,36,62,641.83,36,0.42,0
3527,12042.32,21,521.27,62,1500,472,36,61,521.27,30,0.51,0
3531,16013.8,21,618.71,38,12000,505,42,60,618.71,35,0.42,0
3532,10345.3,21,425.2,155,1075,559,35,73,425.20,32,0.56,1
3534,6086.73,21,249.25,182,3350,558,36,74,249.25,32,0.57,1
3535,4452.05,21,417.83,123,537.5,397,18,51,417.83,12,0.76,1
3536,13105.18,21,543.87,123,2175,566,36,72,543.87,32,0.56,1
3538,11141.67,21,449.1,0,5350,498,42,72,449.10,33,0.54,0
3540,13496.78,21,552.91,74,9637.5,460,40,53,552.91,32,0.40,0
3543,12536.21,21,500.67,0,8125,549,43,60,500.67,33,0.45,0
3544,15118.53,21,517,120,9075,533,59,72,517.00,41,0.43,0
3546,9827.17,21,464.11,0,5200,464,36,54,464.11,27,0.50,0
3547,6334.28,21,305.31,0,3250,636,36,61,305.31,26,0.57,0
3548,12224.24,21,496.78,157,2725,513,36,72,496.78,32,0.56,1
3550,13847.87,21,528.43,247,3550,444,36,72,528.43,35,0.51,1
3551,9026.12,21,408.58,0,4750,681,42,60,408.58,28,0.53,0
3552,15900.64,21,591.37,119,7550,507,42,64,591.37,37,0.42,0
3554,13021,21,490.56,265,3800,617,36,72,490.56,36,0.50,1
3555,12281.37,21,478,11,10425,650,53,72,478.00,34,0.53,0
3557,5928.72,21,266,0,4450,502,41,66,266.00,28,0.58,0
3558,13450.09,21,486.71,159,4850,492,42,72,486.71,38,0.47,1
3559,8989.2,10,261,0,9900,664,59,73,261.00,41,0.44,0
3563,14123.53,11.06,290.69,0,14009,622,72,64,290.69,65,-0.02,0
3564,12979.31,10.99,268.25,0,11320,640,72,76,268.25,64,0.16,0
3565,19970.59,16.1,457.7,18,16251,626,72,72,457.70,66,0.08,0
3566,18607.24,10.97,390.46,0,19937,677,72,72,390.46,63,0.13,0
3567,18709.08,10.97,387.1,0,19064,578,72,73,387.10,64,0.12,0
3568,12684,11,264.49,0,11496,650,72,72,264.49,63,0.13,0
3569,21916.84,10.33,449.73,0,19400,642,72,61,449.73,63,-0.03,0
3570,12061.8,10.52,246.77,0,12984,586,72,72,246.77,64,0.11,0
3571,15220.26,11.83,328.38,0,14333,569,72,72,328.38,62,0.14,0
3572,13872.25,12.97,306.87,0,12572,632,72,72,306.87,62,0.14,0
3573,13391.85,10.1,272.01,0,11651,701,72,54,272.01,64,-0.19,0
3574,9246.15,11.95,222.31,0,10697,724,61,72,222.31,54,0.25,0
3575,36620.26,10.84,735.16,17,34549,543,72,54,735.16,66,-0.22,0
3576,16225.38,11.01,334.03,17,13632,644,72,63,334.03,65,-0.03,0
3577,22934.19,12.7,465.28,17,21122,582,74,72,465.28,70,0.03,0
3578,22750.72,14.04,496.79,17,18214,581,72,72,496.79,66,0.08,0
3579,14923.83,10.44,303.81,0,12234,692,72,72,303.81,64,0.11,0
3580,27000.42,11.69,572.3,0,21151,614,72,72,572.30,63,0.13,0
3581,10010.29,15.45,307.96,0,9372,604,52,72,307.96,42,0.42,0
3582,14341.92,11.56,299.06,0,14415,672,72,72,299.06,65,0.10,0
3583,15088.94,12.04,319.22,0,16928,535,72,72,319.22,64,0.11,0
3584,15169.01,10.44,303.56,8,12736,605,72,72,303.56,66,0.08,0
3585,13569.21,11.2,331.51,0,13240,531,60,72,331.51,52,0.28,0
3586,20883.39,16.28,464.2,44,16731,518,72,60,464.20,70,-0.17,0
3587,16741.94,12.91,361.41,0,20597,626,72,72,361.41,64,0.11,0
3588,15905.39,11.84,321.7,0,15304,518,74,54,321.70,68,-0.26,0
3589,16191.54,13.7,376.84,0,14022,614,72,72,376.84,59,0.18,0
3590,9798.63,10.94,202.06,0,10495,658,72,59,202.06,64,-0.08,0
3591,15125.34,19.88,382.64,0,12663,674,72,64,382.64,65,-0.02,0
3592,14078.94,12.7,304.34,0,14524,614,72,72,304.34,64,0.11,0
3593,16068.8,16.44,375.27,0,15994,583,72,48,375.27,65,-0.35,0
3594,14119.19,13.86,319.75,0,11932,678,72,72,319.75,62,0.14,0
3595,24408.65,15.02,554.34,0,28091,532,72,60,554.34,64,-0.07,0
3596,20366.25,12.95,442.81,0,17815,584,72,60,442.81,64,-0.07,0
3597,26012.78,15.01,581.62,15,23926,575,72,60,581.62,66,-0.10,0
3598,23744.05,12.64,520.54,0,23150,622,72,54,520.54,62,-0.15,0
3599,26101.28,12.9,564.58,0,30977,644,72,54,564.58,64,-0.19,0
3600,24555.07,11.91,518.11,0,20237,632,72,54,518.11,64,-0.19,0
3601,19420.05,12.88,425.78,0,18225,642,72,54,425.78,63,-0.17,0
3603,19441.7,11.7,473.06,22,20796,658,60,54,473.06,53,0.02,0
3604,9690.92,10.29,191.43,0,13400,659,72,54,191.43,67,-0.24,0
3606,13141.99,10.75,304.69,0,11471,714,60,48,304.69,55,-0.15,0
3607,22009.44,15.12,496.59,0,19400,678,72,60,496.59,65,-0.08,0
3608,15651.97,13.04,341.97,0,13575,702,72,61,341.97,64,-0.05,0
3609,13607.94,11.6,287.6,0,10944,745,72,66,287.60,64,0.03,0
3610,13840.13,15.31,318.78,0,17700,626,72,61,318.78,64,-0.05,0
3611,21221.45,12.7,460.06,0,18842,630,72,54,460.06,64,-0.19,0
3612,18208.94,10.6,374.64,0,17426,684,72,54,374.64,64,-0.19,0
3613,10139.82,12.6,218.81,0,11861,696,73,61,218.81,64,-0.05,0
3614,15593.52,11.73,329.78,0,13924,706,72,60,329.78,64,-0.07,0
3615,18308.36,11.3,384.02,0,16405,609,72,54,384.02,64,-0.19,0
3616,39473.75,10.83,801.18,12,38090,627,72,54,801.18,65,-0.20,0
3617,14890.68,12.7,313.57,0,12611,501,73,48,313.57,66,-0.38,0
3618,15624.6,11.14,461.13,11,14273,616,48,54,461.13,41,0.24,0
3619,31128.11,11.3,651.03,0,28881,678,72,54,651.03,64,-0.19,0
3620,26291.97,11.5,548.93,0,29641,620,72,54,548.93,64,-0.19,0
3621,17528.21,12.6,379.54,0,16925,583,72,48,379.54,64,-0.33,0
3622,16951.88,10.8,349.48,0,14858,696,72,60,349.48,64,-0.07,0
3623,19188.89,11.97,404.71,0,18094,592,72,60,404.71,65,-0.08,0
3624,19779.58,12.99,449.69,0,15452,589,67,60,449.69,60,0.00,0
3625,21149.09,12.85,456.98,0,20213,612,72,72,456.98,64,0.11,0
3626,17624.8,11.89,363.81,0,21331,658,72,54,363.81,66,-0.22,0
3627,16202.15,10.6,333.08,0,14924,704,72,54,333.08,64,-0.19,0
3628,23982.9,10.98,497.99,0,21420,727,72,54,497.99,64,-0.19,0
3629,11304.88,11.32,305,0,10950,764,54,54,305.00,46,0.15,0
3630,42615.11,10.86,880.62,0,37425,637,72,54,880.62,64,-0.19,0
3631,31824.53,12.91,696.34,0,31150,632,72,49,696.34,63,-0.29,0
3632,12229.89,10.74,228.69,0,10701,759,72,54,228.69,73,-0.35,0
3633,17259.41,10.98,356.83,0,15410,645,72,55,356.83,64,-0.16,0
3634,29963.14,12.87,646.28,0,31833,572,72,73,646.28,64,0.12,0
3635,13292.53,12.08,289.69,0,12137,659,72,48,289.69,62,-0.29,0
3636,14594.96,14.8,331.28,0,11819,511,72,62,331.28,64,-0.03,0
3637,17337.82,11.5,360.63,0,15363,525,72,54,360.63,65,-0.20,0
3638,13874.64,12.97,306.96,0,12216,626,72,62,306.96,62,0.00,0
3639,33864.84,11.3,690.54,9,32112,533,72,54,690.54,66,-0.22,0
3640,15023.15,10.6,362.61,0,16189,573,60,66,362.61,52,0.21,0
3641,12683.15,11.09,434.81,0,16450,613,42,48,434.81,34,0.29,0
3642,11735.03,11.64,245.36,0,10609,634,72,60,245.36,65,-0.08,0
3643,17768.21,10.99,366.87,0,18030,612,72,60,366.87,64,-0.07,0
3644,23754.15,14.95,537.06,0,21798,686,72,54,537.06,65,-0.20,0
3645,20019.69,11.3,410.73,0,17019,616,72,66,410.73,66,0.00,0
3646,10118.33,16.71,273.07,0,9847,591,60,60,273.07,52,0.13,0
3647,31557.95,12.81,669.31,0,27643,607,72,54,669.31,66,-0.22,0
3648,11694.69,11.5,234.36,68,9457,517,72,66,234.36,68,-0.03,0
3649,16032.27,11.52,333.83,0,14446,615,72,54,333.83,65,-0.20,0
3650,21847.62,11.54,447.3,9,17588,592,72,72,447.30,66,0.08,0
3651,19471.87,12.6,413.37,9,15258,647,72,72,413.37,65,0.10,0
3653,10259.5,21,488.79,0,2875,593,36,47,488.79,26,0.45,0
3654,13265.88,21,532,225,4200,441,36,53,532.00,33,0.38,1
3655,16895.47,21,589.52,125,5300,455,42,73,589.52,40,0.45,1
3656,10493.21,21,473.99,10,4875,580,36,72,473.99,28,0.61,0
3658,9404.99,21,449.68,0,2000,492,36,66,449.68,26,0.61,0
3659,15665.95,21,527.37,29,2175,472,48,48,527.37,42,0.13,0
3662,11300.05,21,473.61,83,3200,498,36,36,473.61,31,0.14,0
3663,9554.42,21,376.45,0,4000,626,44,39,376.45,34,0.13,0
3666,16196.95,21,583.11,0,6100,532,48,42,583.11,38,0.10,0
3667,13095.76,21,397.17,0,8725,645,60,30,397.17,50,-0.67,0
3670,12453.85,21,426.73,13,4625,630,48,48,426.73,41,0.15,0
3672,15810.34,21,425.25,15,10475,465,70,63,425.25,61,0.03,0
3674,14580.84,21,560.77,84,11150,526,42,39,560.77,35,0.10,0
3675,14017.89,21,485.57,0,4700,532,48,37,485.57,41,-0.11,0
3676,20009.22,21,668.11,67,12250,522,48,38,668.11,43,-0.13,0
3677,19118.88,21,666.72,17,11050,508,48,42,666.72,40,0.05,0
3678,11935.27,11.24,291.27,0,9050,680,60,42,291.27,52,-0.24,0
3679,13416.53,10.58,280.28,0,13325,749,72,42,280.28,62,-0.48,0
3680,14760.64,11.75,311.6,0,12300,714,72,42,311.60,64,-0.52,0
3681,13386.96,11.71,277.02,9,16400,677,72,51,277.02,66,-0.29,0
3682,24489.38,11.78,510.64,11,20134,567,72,48,510.64,65,-0.35,0
3683,17417.98,12.91,359.93,36,15099,574,72,56,359.93,69,-0.23,0
3684,12394.09,11.71,260.57,0,12849,695,72,62,260.57,64,-0.03,0
3685,19192.78,12.98,410.53,8,16597,648,72,33,410.53,65,-0.97,0
3686,10439.52,12.19,221.57,0,10704,526,72,46,221.57,64,-0.39,0
3687,22654.24,12.86,476.8,8,29472,610,72,72,476.80,67,0.07,0
3688,14510.01,12.6,327.86,0,14897,574,72,72,327.86,60,0.17,0
3689,18804.53,11.77,394.67,0,16397,550,72,72,394.67,65,0.10,0
3690,10510.11,11.3,219.8,0,9768,668,72,72,219.80,64,0.11,0
3691,10446.12,11.02,216.94,0,11009,545,72,72,216.94,64,0.11,0
3692,32900.5,10.85,675.88,0,29794,560,72,72,675.88,64,0.11,0
3693,25876.22,14.8,577.76,5,23670,531,72,72,577.76,66,0.08,0
3694,22347.73,13.8,488.3,5,16668,547,72,72,488.30,65,0.10,0
3696,15494.24,10.82,314.43,5,12671,657,72,72,314.43,65,0.10,0
3697,21872.67,14.8,537.88,19,16169,619,62,72,537.88,57,0.21,0
3698,10432.6,11.99,221,0,10048,549,72,72,221.00,64,0.11,0
3699,17419.33,16.1,510.48,0,14738,623,54,72,510.48,46,0.36,0
3700,17034.65,11.69,361.23,0,14747,708,72,72,361.23,63,0.13,0
3701,14370.09,16.56,364.1,64,12695,573,60,72,364.10,57,0.21,0
3702,19007.66,10.97,393.81,0,27265,609,72,72,393.81,64,0.11,0
3703,19836.23,10.1,402.52,0,21503,567,72,72,402.52,64,0.11,0
3704,13191.55,11.08,273.04,0,12465,622,72,74,273.04,64,0.14,0
3705,19531.22,12.97,422.64,0,15243,616,72,72,422.64,64,0.11,0
3706,15977.51,11.62,334.99,0,16513,627,72,54,334.99,64,-0.19,0
3707,21028.61,11.45,429.78,0,16146,630,73,53,429.78,66,-0.25,0
3708,13536.76,12.7,292.71,0,13656,580,72,65,292.71,64,0.02,0
3709,20034.12,10.7,412.58,0,18704,616,72,53,412.58,64,-0.21,0
3710,14409.98,13.07,300.47,0,13251,651,72,53,300.47,68,-0.28,0
3711,14646.61,11.05,302.55,0,13389,598,72,53,302.55,64,-0.21,0
3712,19919.5,11.96,414.62,4,20953,545,72,42,414.62,66,-0.57,0
3713,15902.92,14.8,406.29,0,16819,592,72,36,406.29,54,-0.50,0
3714,17754.88,13.08,390.07,0,15190,673,72,42,390.07,63,-0.50,0
3715,14922.89,12.7,319.91,0,14675,611,72,50,319.91,65,-0.30,0
3716,21088.26,14.8,461.8,31,17149,590,72,36,461.80,68,-0.89,0
3717,24238.19,14.84,549.89,0,19253,631,72,36,549.89,64,-0.78,0
3718,24991.99,10.83,565.64,0,19813,689,63,36,565.64,57,-0.58,0
3719,23242.72,10.92,471.15,0,22248,694,72,42,471.15,66,-0.57,0
3720,14626.75,14.17,317.78,5,12234,582,72,48,317.78,67,-0.40,0
3721,13280.8,12.86,286.43,0,11119,575,72,36,286.43,64,-0.78,0
3722,13795.85,14.8,315.85,0,16789,580,72,36,315.85,63,-0.75,0
3723,36143.14,12.8,760.81,3,29749,597,72,50,760.81,67,-0.34,0
3724,27027.24,14.02,692.47,0,22548,568,60,36,692.47,52,-0.44,0
