LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,DaysPastDue,OriginalValue,CreditScore,Term,Mo_Term,Mo_Payment,Rem_Term,Seasoning,Bad
3725,14113.67,11.86,297.74,0,14484,600,72,36,297.74,64,-0.78,0
3726,29181.69,12.83,672.22,2,25506,644,65,43,672.22,59,-0.37,0
3727,18901.87,12.98,399.9,2,28241,632,72,30,399.90,67,-1.23,0
3728,13877.26,10.96,286.6,0,14072,560,72,42,286.60,64,-0.52,0
3729,14757.34,12.12,394.85,0,14292,610,55,36,394.85,47,-0.31,0
3730,23290.22,11.52,479.76,0,22470,586,72,30,479.76,66,-1.20,0
3731,44087.2,10.82,891.23,0,41453,650,72,42,891.23,66,-0.57,0
3733,13060.7,10.48,266.89,0,11256,646,72,42,266.89,64,-0.52,0
3735,14043.87,18.51,339.74,0,11859,562,72,36,339.74,66,-0.83,0
3736,15645.99,12.7,340.3,0,17879,544,72,38,340.30,63,-0.66,0
3738,10216.93,21,330.74,188,3300,455,48,18,330.74,45,-1.50,1
3740,8494,21,287.27,257,2375,557,42,53,287.27,42,0.21,1
3741,8415.78,21,392.98,4,1725,588,36,42,392.98,27,0.36,0
3742,13328.91,21,451.35,57,6725,458,48,42,451.35,42,0.00,0
3743,10827.94,21,490.75,0,3525,528,38,48,490.75,28,0.42,0
3744,11677.89,21,549.3,0,5300,559,36,36,549.30,27,0.25,0
3745,6475.14,21,300.87,0,1725,545,36,42,300.87,27,0.36,0
3746,15819,21,535,294,4950,433,42,36,535.00,42,-0.17,1
3749,10201.13,21,405.37,0,1775,518,42,36,405.37,33,0.08,0
3750,10036.23,21,349.32,26,3950,486,48,24,349.32,40,-0.67,0
3751,9683.69,21,459.1,0,2125,491,36,42,459.10,27,0.36,0
3752,16047.89,21,619.96,24,8200,548,42,48,619.96,35,0.27,0
3753,10544.01,21,492.07,0,2325,547,36,48,492.07,27,0.44,0
3755,9861.57,21,469.84,0,2750,660,36,36,469.84,26,0.28,0
3756,11218.16,21,395.77,0,3750,515,48,42,395.77,39,0.07,0
3758,6997.57,21,364.92,95,775,487,36,34,364.92,24,0.29,0
3759,12306.84,21,367.27,0,4875,617,60,45,367.27,51,-0.13,0
3760,10431,21,392.98,277,1150,489,36,48,392.98,36,0.25,1
3761,11433.48,21,405.02,0,3175,556,48,36,405.02,39,-0.08,0
3762,8451.76,21,392.98,5,4175,514,36,24,392.98,27,-0.13,0
3763,15640.53,11.02,327.12,0,13645,619,72,42,327.12,63,-0.50,0
3764,13494.18,13.09,287.27,0,10913,589,72,36,287.27,66,-0.83,0
3765,18148.21,12.89,386.53,0,18136,500,72,42,386.53,66,-0.57,0
3766,12424.02,13.27,380.73,0,12571,622,48,54,380.73,41,0.24,0
3767,28169.28,11.62,582.79,0,21961,523,72,39,582.79,65,-0.67,0
3768,12643.09,14.8,290.33,0,11664,630,72,36,290.33,63,-0.75,0
3769,30310.8,12.72,643.12,0,23885,631,72,36,643.12,66,-0.83,0
3770,20715.06,10.26,416.95,0,18026,659,72,42,416.95,65,-0.55,0
3771,21857.32,11.53,458.47,0,18172,608,72,36,458.47,64,-0.78,0
3772,25716.52,12.2,549.4,0,21573,662,72,24,549.40,64,-1.67,0
3781,17863.82,10.47,358.1,0,11575,679,72,36,358.10,66,-0.83,0
3782,24980.34,10.1,549.25,0,16200,675,66,18,549.25,58,-2.22,0
3784,31011.67,12.87,660.33,0,26149,589,72,36,660.33,66,-0.83,0
3785,22918.71,11.57,586.68,0,18323,690,56,42,586.68,49,-0.17,0
3786,19641.6,12.7,421.92,0,15386,580,72,42,421.92,64,-0.52,0
3787,35941.24,14.95,820.36,0,27508,640,72,36,820.36,64,-0.78,0
3788,16450.9,10.9,339.93,0,14156,608,72,62,339.93,64,-0.03,0
3789,28720.43,11.5,596.57,0,26596,657,72,55,596.57,65,-0.18,0
3790,17473.53,10.39,351.25,0,17140,663,72,53,351.25,65,-0.23,0
3791,22283.93,11.2,458.05,0,17440,611,72,46,458.05,65,-0.41,0
3793,23728.58,10,472.81,0,19314,558,72,53,472.81,65,-0.23,0
3797,10566.2,16.62,246.57,0,8738,610,72,59,246.57,65,-0.10,0
3798,17925.04,13.03,425.37,0,14701,618,63,60,425.37,57,0.05,0
3799,13327.75,11.09,272.27,0,11324,624,72,59,272.27,65,-0.10,0
3800,16924.13,14.8,381.67,0,15895,646,72,60,381.67,65,-0.08,0
3801,21751.81,14.97,477.85,19,18956,565,72,65,477.85,68,-0.05,0
3802,30937.68,14.98,694.04,0,22637,622,72,62,694.04,66,-0.06,0
3803,13461.39,11.08,274,0,16582,589,72,42,274.00,66,-0.57,0
3804,12012.7,13.14,257.39,0,12035,594,72,30,257.39,66,-1.20,0
3807,20898.87,15.06,469.17,0,24913,623,72,24,469.17,66,-1.75,0
3808,39673.6,10.69,799.79,0,29708,537,72,48,799.79,66,-0.38,0
3810,18295.03,12.99,391.11,0,18327,580,72,48,391.11,66,-0.38,0
3811,22299.56,10.7,461.03,0,22783,659,72,60,461.03,64,-0.07,0
3812,16002.75,11.3,398.74,0,15245,590,60,59,398.74,51,0.14,0
3813,21716.41,11.5,451,0,21646,743,72,60,451.00,65,-0.08,0
3814,16200.08,10.52,319.24,18,14175,589,72,61,319.24,67,-0.10,0
3815,19096.31,10.28,382.13,0,18507,635,72,60,382.13,66,-0.10,0
3816,19795.19,11.6,475.55,0,21311,626,60,37,475.55,54,-0.46,0
3817,27224,11.49,562.96,0,27519,600,72,36,562.96,65,-0.81,0
3818,11810.97,11.64,244.75,0,10804,626,72,54,244.75,65,-0.20,0
3819,15204.53,11.43,313.17,0,13409,637,72,59,313.17,65,-0.10,0
3821,12321.55,12.43,259.47,0,11022,601,72,30,259.47,66,-1.20,0
3822,19420.62,12.28,397.87,19,19775,650,72,60,397.87,68,-0.13,0
3823,21805.63,12.24,456.98,0,20472,626,72,44,456.98,66,-0.50,0
3825,12426.67,15.24,280.02,0,10040,588,72,53,280.02,66,-0.25,0
3826,18504.89,15.1,413.52,0,17453,640,72,36,413.52,66,-0.83,0
3827,10271.49,11.8,213.57,0,10474,650,72,53,213.57,65,-0.23,0
3828,19493.5,10.86,396.68,0,15454,641,72,24,396.68,65,-1.71,0
3829,15290.24,10.33,307.24,0,12789,659,72,48,307.24,65,-0.35,0
3830,7803.28,10.6,445.14,48,17669,569,72,60,445.14,19,0.68,0
3831,16745.22,10,497.65,0,18095,642,48,42,497.65,40,0.05,0
3832,11541.75,11.75,239.41,0,10517,607,72,36,239.41,66,-0.83,0
3833,22380.92,10,446.94,0,18170,640,72,62,446.94,65,-0.05,0
3835,10522.93,15.21,238.21,0,9394,568,72,35,238.21,65,-0.86,0
3836,17038.56,12.8,365.55,0,18195,686,72,53,365.55,65,-0.23,0
3837,16769.18,13.02,358.22,0,13988,586,72,53,358.22,66,-0.25,0
3838,30057.88,12.89,727.94,0,26608,623,63,36,727.94,55,-0.53,0
3839,17955.9,11.59,363.74,18,16778,669,72,59,363.74,67,-0.14,0
3840,16268.09,11.62,338.02,0,12859,645,72,36,338.02,65,-0.81,0
3841,10495.96,13.8,230.65,0,11158,584,72,47,230.65,65,-0.38,0
3842,22371.02,14.24,495.82,0,20333,590,72,63,495.82,65,-0.03,0
3843,13998.09,10.36,281.18,0,12890,692,72,59,281.18,65,-0.10,0
3845,3372.8,21,358.61,13,5200,505,48,60,358.61,10,0.83,0
3846,12331.97,21,386.48,140,5725,564,48,53,386.48,47,0.11,1
3847,9711.49,21,475.87,0,1500,515,36,36,475.87,25,0.31,0
3848,16525.86,21,548.95,0,9200,517,48,47,548.95,43,0.09,0
3849,13819.31,21,501.59,62,5700,439,42,59,501.59,38,0.36,0
3850,5031.7,21,246.67,0,2500,519,36,53,246.67,25,0.53,0
3852,9261,21,329.63,232,1350,460,39,60,329.63,39,0.35,1
3855,10223.31,21,398.26,210,1575,586,36,35,398.26,34,0.03,1
3856,8628.34,21,336.04,0,1150,514,42,36,336.04,34,0.06,0
3858,9914.23,21,404.96,0,3875,481,42,29,404.96,32,-0.10,0
3859,15396.11,21,488.51,204,8100,523,48,53,488.51,46,0.13,1
3861,5845.28,21,279,24,2750,583,33,54,279.00,26,0.52,0
3862,6469.79,21,515.05,0,4250,457,36,53,515.05,14,0.74,0
3864,15990.18,21,528.92,125,8325,464,48,60,528.92,43,0.28,1
3865,11699.56,15.27,264.02,0,15479,618,72,53,264.02,66,-0.25,0
3866,20844.84,12.95,447.1,0,19060,607,72,59,447.10,65,-0.10,0
3868,16672.63,12,399.56,18,13682,449,60,53,399.56,54,-0.02,0
3869,27880.93,12.19,587.6,0,23923,662,72,60,587.60,65,-0.08,0
3871,17613.69,12.75,365.92,6,17802,589,72,53,365.92,68,-0.28,0
3872,26831.5,12.9,571.24,0,24539,561,72,42,571.24,66,-0.57,0
3873,30711.77,12.6,657.9,0,27637,685,72,60,657.90,64,-0.07,0
3874,15309.77,12.34,322.67,0,15981,624,72,53,322.67,65,-0.23,0
3875,14776.92,10.44,297.32,0,13482,680,72,53,297.32,65,-0.23,0
3876,28295.19,11.49,576.93,15,24519,518,72,59,576.93,67,-0.14,0
3877,17706.26,12.29,373.07,0,14820,585,72,54,373.07,65,-0.20,0
3878,21434.89,10.3,565.85,0,20846,611,53,53,565.85,46,0.13,0
3879,39822.35,15.14,896.45,0,41430,530,72,59,896.45,66,-0.12,0
3880,11895.62,15.44,278.96,0,9927,524,72,53,278.96,62,-0.17,0
3881,27433.41,10,550.63,0,22532,654,72,51,550.63,65,-0.27,0
3882,41951.68,14,920.89,0,34500,597,72,35,920.89,65,-0.86,0
3883,35480.35,11.6,704.21,42,26082,620,72,65,704.21,69,-0.06,0
3884,21925.19,11.46,444.47,14,20701,540,72,35,444.47,67,-0.91,0
3885,14786.33,11.55,305.67,0,12107,549,72,53,305.67,65,-0.23,0
3886,21135.65,11.95,440.65,0,16799,687,72,59,440.65,66,-0.12,0
3887,21751.47,15.17,485.39,15,19241,474,72,59,485.39,67,-0.14,0
3888,4455.75,10.19,529.47,14,22944,606,72,47,529.47,9,0.81,0
3889,15375.18,15,347.48,0,12358,627,72,71,347.48,65,0.08,0
3890,19502.38,14,429.74,0,23000,597,72,53,429.74,65,-0.23,0
3891,23837.08,12.22,502.08,0,19957,598,72,49,502.08,65,-0.33,0
3892,15138.69,13.36,320.59,14,13362,576,72,53,320.59,67,-0.26,0
3897,16276.78,10.31,332.57,0,16172,596,72,59,332.57,64,-0.08,0
3898,24651.26,10.84,501.07,0,19401,673,72,53,501.07,65,-0.23,0
3899,16134.56,12.32,339.91,0,16153,623,72,53,339.91,65,-0.23,0
3900,31556.34,10.16,630.78,0,48165,522,72,60,630.78,65,-0.08,0
3901,29794.19,12,626.64,0,29177,608,72,53,626.64,65,-0.23,0
3902,27726.89,13.19,596.3,0,25525,591,72,53,596.30,65,-0.23,0
3903,21318.13,12.25,440.16,18,19359,646,72,53,440.16,67,-0.26,0
3904,28564.51,12.18,596.95,0,23046,490,72,53,596.95,66,-0.25,0
3905,21863.24,12.24,457.48,0,20431,612,72,59,457.48,66,-0.12,0
3908,13830.1,11.8,253.42,0,12875,628,72,53,253.42,79,-0.49,0
3909,14328.79,10.56,295.88,0,7575,681,72,53,295.88,63,-0.19,0
3910,12936.38,11.82,259.61,0,7950,612,72,53,259.61,69,-0.30,0
3911,15614.55,10,315.4,0,9950,713,72,59,315.40,64,-0.08,0
3912,17035.36,10.49,340.78,0,10100,704,72,53,340.78,66,-0.25,0
3913,15704.34,12.93,349.92,0,11050,642,69,53,349.92,62,-0.17,0
3914,23389.72,10.89,480.08,0,11800,655,72,49,480.08,65,-0.33,0
3915,13635.15,14.31,305,0,9975,753,72,54,305.00,64,-0.19,0
3916,12644.34,12.7,271.55,0,8075,697,72,53,271.55,64,-0.21,0
3917,16267.53,19.91,467.53,0,12050,735,72,54,467.53,52,0.04,0
3918,18116.25,12.7,402.21,87,11400,623,66,53,402.21,62,-0.17,0
3919,26227.4,10.35,507.17,0,18550,651,72,53,507.17,69,-0.30,0
3920,19072.78,13.09,463.83,0,11800,683,64,53,463.83,55,-0.04,0
3921,20505.76,11.02,429.44,0,14200,694,72,53,429.44,63,-0.19,0
3922,10864.24,10.71,222.22,0,9000,695,72,53,222.22,65,-0.23,0
3923,17116.55,13.09,384.47,0,10900,634,72,55,384.47,61,-0.11,0
3924,2571.82,10.62,259.06,0,7200,704,72,35,259.06,10,0.71,0
3926,31457.97,12.7,657.62,0,19375,607,73,47,657.62,67,-0.43,0
3927,25011.76,10.37,499.07,0,19950,622,72,59,499.07,66,-0.12,0
3928,12951.31,10.55,329,0,8700,651,72,53,329.00,49,0.08,0
3929,15541.82,11.79,335.68,0,7900,658,72,59,335.68,62,-0.05,0
3930,16184.11,11.72,339.36,0,8950,639,72,53,339.36,65,-0.23,0
3931,10824.94,10.76,253.07,0,5100,696,63,55,253.07,54,0.02,0
3932,14979.07,12.84,322.74,0,10375,704,72,53,322.74,64,-0.21,0
3933,16225.08,11.93,297.24,0,8650,656,72,53,297.24,79,-0.49,0
3934,15061.56,10.1,297.58,2,11000,650,73,53,297.58,66,-0.25,0
3935,23103.96,11.3,486.88,0,14875,668,72,53,486.88,63,-0.19,0
3936,15311.9,10.53,315.93,0,9225,729,72,54,315.93,63,-0.17,0
3937,16147.6,13.02,354.33,0,12450,671,72,53,354.33,63,-0.19,0
3938,14550.25,11.07,291.32,0,7850,695,72,53,291.32,67,-0.26,0
3939,15327.42,13.13,374.19,0,11075,685,72,60,374.19,55,0.08,0
3940,15919.87,11.7,330.54,0,9425,675,72,53,330.54,65,-0.23,0
3941,17824.5,13,381.55,0,17442,658,72,52,381.55,65,-0.25,0
3942,26755.84,11.7,545.24,14,21466,552,72,58,545.24,67,-0.16,0
3943,33503.4,12.11,675.09,71,26073,575,72,53,675.09,69,-0.30,0
3944,18961.82,10.18,366.5,40,15084,569,72,53,366.50,68,-0.28,0
3945,32943.96,10.1,655.64,0,33630,605,72,59,655.64,66,-0.12,0
3946,2679.79,14.2,581.03,71,20482,473,72,41,581.03,5,0.88,0
3947,25575.99,12.21,527.92,0,19916,576,72,53,527.92,67,-0.26,0
3948,17760.05,10.19,354.7,0,18220,585,72,53,354.70,65,-0.23,0
3949,10546.07,12.49,223.68,0,9662,600,72,55,223.68,65,-0.18,0
3950,15628.59,12.06,329.02,0,16786,585,72,47,329.02,65,-0.38,0
3951,22757.96,11.65,475.06,0,15900,658,72,53,475.06,65,-0.23,0
3952,10818.64,11.31,226.61,0,6775,810,72,59,226.61,64,-0.08,0
3953,17776.66,18,411.72,144,12503,576,72,47,411.72,70,-0.49,1
3954,26830.32,14.83,605.23,0,22774,472,72,86,605.23,65,0.24,0
3956,11535.16,12.45,244.05,0,11443,638,72,53,244.05,65,-0.23,0
3957,15221.87,12.23,316.76,11,12170,661,72,53,316.76,66,-0.25,0
3958,31771.31,12.17,665.93,0,25003,637,72,59,665.93,66,-0.12,0
3959,30415.12,10,615.22,0,24691,528,72,53,615.22,64,-0.21,0
3960,15519.88,10.33,311.27,0,12643,661,72,66,311.27,65,0.02,0
3961,24577.11,12.15,567.11,0,20818,614,64,55,567.11,57,-0.04,0
3962,18344.4,10.28,370.29,0,17531,640,72,71,370.29,65,0.08,0
3964,17824.63,12,383.54,0,17434,514,72,59,383.54,63,-0.07,0
3965,13738.86,13.7,313.27,0,12743,603,68,53,313.27,61,-0.15,0
3968,17776.63,10.48,351.65,0,13225,692,72,54,351.65,67,-0.24,0
3969,15270.6,10.1,306.72,0,12000,621,72,59,306.72,65,-0.10,0
3970,13438.83,10.59,273.29,0,9150,687,72,65,273.29,65,0.00,0
3971,10933.34,10.2,316.65,0,5575,683,72,53,316.65,41,0.23,0
3972,15923.2,10.42,321.65,0,10275,685,72,53,321.65,65,-0.23,0
3973,12036.78,11.8,242.59,15,7675,589,72,65,242.59,68,-0.05,0
3974,30662.98,12.11,652.19,0,29525,586,72,53,652.19,64,-0.21,0
3975,14352.71,12.36,302.59,0,12529,576,72,41,302.59,65,-0.59,0
3976,30084.29,12.17,633.35,0,27760,677,72,53,633.35,65,-0.23,0
3977,18318.07,10.19,360.87,8,15987,627,72,53,360.87,67,-0.26,0
3978,16568.01,12.32,348.54,0,13435,622,72,47,348.54,66,-0.40,0
3979,15104.72,12.06,317.15,0,14682,590,72,54,317.15,65,-0.20,0
3980,13723,10.37,275.76,0,12252,576,72,53,275.76,65,-0.23,0
3981,20271.15,12.26,422.88,10,15941,598,72,54,422.88,66,-0.22,0
3982,18626.52,11.3,385.07,0,20031,610,72,49,385.07,65,-0.33,0
3983,16403.75,15.13,369.2,0,15605,564,72,55,369.20,66,-0.20,0
3984,21174.14,10.1,429.42,0,17640,616,72,53,429.42,64,-0.21,0
3985,25062.11,12.7,535.98,0,22502,621,72,54,535.98,65,-0.20,0
3986,17346.36,12.3,365.76,0,13829,612,72,53,365.76,65,-0.23,0
3987,19367.76,12,400.09,8,18188,576,72,53,400.09,67,-0.26,0
3988,13152.59,10.39,264.41,0,12372,727,72,59,264.41,65,-0.10,0
3989,34239.65,13.15,736.77,0,26223,589,72,53,736.77,65,-0.23,0
3990,12552.13,10.37,365.1,0,10610,595,48,59,365.10,41,0.31,0
3991,12360.46,15.45,275.97,0,10766,645,72,48,275.97,67,-0.40,0
3992,19937.49,10.17,398.03,0,17355,609,72,47,398.03,65,-0.38,0
3993,24733.02,12.21,521.42,0,20169,603,72,53,521.42,65,-0.23,0
3994,29495.53,14.19,633.29,7,23760,629,72,41,633.29,68,-0.66,0
3995,28099.57,10,562.26,0,26183,439,72,53,562.26,65,-0.23,0
3996,26670.93,12.2,562.07,0,20660,641,72,59,562.07,65,-0.10,0
3997,18115.04,12.29,382.46,0,16655,606,72,54,382.46,65,-0.20,0
3998,11670.46,12.94,288.78,0,10361,692,60,61,288.78,53,0.13,0
3999,10228.11,11.7,213.04,0,12392,597,72,59,213.04,65,-0.10,0
4000,19826.41,19.79,504.41,0,19315,603,72,65,504.41,64,0.02,0
4001,22849.71,12.24,528.33,0,19322,645,66,53,528.33,57,-0.08,0
4002,23041.12,10.22,461.29,0,20190,582,72,53,461.29,65,-0.23,0
4003,19011.24,10.04,380.53,0,16137,633,72,53,380.53,65,-0.23,0
4004,22763.76,13.24,560.95,0,19211,677,64,55,560.95,54,0.02,0
4005,11525.21,12,238.75,6,10829,641,72,66,238.75,66,0.00,0
4006,21805.86,13.25,461.83,6,17728,505,72,53,461.83,67,-0.26,0
4007,14301.91,10.35,287.68,0,13901,663,72,61,287.68,65,-0.07,0
4008,20326.76,12.17,421.82,6,17479,599,72,53,421.82,66,-0.25,0
4009,19894.99,12.25,433.4,0,16736,605,72,53,433.40,62,-0.17,0
4010,15166.02,12.35,319.65,0,15295,556,72,53,319.65,65,-0.23,0
4011,16868.93,12.31,356.26,0,15399,626,72,65,356.26,65,0.00,0
4012,15081.89,12.26,369.8,0,15035,636,60,53,369.80,53,0.00,0
4013,9613.29,21,349.47,0,675,570,48,53,349.47,38,0.28,0
4014,9679.13,21,349.47,0,2600,545,48,55,349.47,38,0.31,0
4015,10801.42,21,408.96,0,6725,505,48,59,408.96,36,0.39,0
4016,10567.95,21,339.87,161,4175,530,48,46,339.87,45,0.02,1
4017,13671.48,21,439.73,0,6275,511,54,65,439.73,45,0.31,0
4018,9377.48,21,324.7,5,1325,678,48,61,324.70,41,0.33,0
4019,8996.71,21,383.75,61,1375,494,36,65,383.75,30,0.54,0
4020,3701.92,21,155.06,0,3475,805,42,53,155.06,31,0.42,0
4021,24231.39,10.98,497.68,0,16400,685,72,53,497.68,65,-0.23,0
4022,11204.28,12.6,266.85,0,6750,662,63,41,266.85,56,-0.37,0
4023,17701.84,11.08,365.3,0,12075,694,72,41,365.30,65,-0.59,0
4025,18502.31,12.89,395.73,0,17667,660,72,47,395.73,65,-0.38,0
4027,20519.34,13,502.29,5,19424,598,60,53,502.29,54,-0.02,0
4029,14960.22,15,338.89,0,13171,574,72,53,338.89,65,-0.23,0
4030,25991.27,13.2,559.87,0,25515,653,72,53,559.87,65,-0.23,0
4031,20819.04,15.27,465,5,19671,525,72,47,465.00,67,-0.43,0
4032,25697.32,12.21,532.5,5,19499,617,72,39,532.50,67,-0.72,0
4033,18426.8,13.29,389.64,5,18514,519,72,59,389.64,67,-0.14,0
4034,31321.28,12.17,649.87,5,26604,572,72,53,649.87,66,-0.25,0
4035,13599.53,13.45,339.91,0,11132,546,60,47,339.91,53,-0.13,0
4036,21524.84,12.24,454.56,0,16904,605,72,53,454.56,65,-0.23,0
4037,14483.13,11.16,298.15,0,10500,650,72,47,298.15,65,-0.38,0
4038,20961.09,10.74,428.75,0,15750,668,72,59,428.75,65,-0.10,0
4039,36380.66,10.7,731.6,0,30032,546,73,53,731.60,66,-0.25,0
4043,15245.79,13.8,331.71,5,11901,556,72,53,331.71,66,-0.25,0
4044,33779.3,14.91,756.12,0,33455,556,72,53,756.12,66,-0.25,0
4046,15719.53,12.46,445.31,32,13533,610,49,55,445.31,44,0.20,0
4047,13385.37,13.07,288.59,0,13450,592,72,53,288.59,65,-0.23,0
4048,13959.81,13.39,295.98,4,13506,631,72,59,295.98,67,-0.14,0
4049,27654.11,12.19,582.71,0,32509,555,72,71,582.71,65,0.08,0
4050,14617.17,10.23,292.93,0,14907,630,72,56,292.93,65,-0.16,0
4051,13573.28,13.39,294.25,0,13217,624,72,49,294.25,65,-0.33,0
4052,15593.25,10.32,314.36,0,14172,707,72,54,314.36,65,-0.20,0
4053,11593.92,10,231.86,0,11664,592,72,47,231.86,65,-0.38,0
4054,13899.59,12,308.43,0,13859,588,72,65,308.43,60,0.08,0
4055,15496.73,12.34,327.06,0,17712,572,72,47,327.06,65,-0.38,0
4056,21756.99,12.04,458,0,17359,637,72,41,458.00,65,-0.59,0
4057,29370.37,10.18,578.63,0,24869,644,72,59,578.63,67,-0.14,0
4058,25324.47,13.21,545.97,0,28374,636,72,53,545.97,65,-0.23,0
4059,11737.22,11.57,244.28,0,12468,624,72,53,244.28,65,-0.23,0
4060,17977.52,12.28,395.46,4,16078,565,72,43,395.46,61,-0.42,0
4061,14611.52,10.1,294.31,0,13825,689,72,60,294.31,65,-0.08,0
4063,23281.8,10.99,477.92,0,17250,678,72,53,477.92,65,-0.23,0
4064,19097,10.18,372.71,29,14969,679,72,60,372.71,68,-0.13,0
4065,12105.18,12.44,250.48,1,10721,631,72,53,250.48,67,-0.26,0
4066,17427.59,12,367.41,0,17104,659,72,47,367.41,65,-0.38,0
4067,15896.34,15,359.4,0,15272,673,72,53,359.40,65,-0.23,0
4068,24190.21,10.21,491.2,0,21978,678,72,47,491.20,64,-0.36,0
4069,16380.78,15,364.99,0,13395,453,72,53,364.99,66,-0.25,0
4070,25403.4,10.03,508.73,0,24071,689,72,53,508.73,65,-0.23,0
4071,15472.65,15.36,345.83,1,12734,631,72,53,345.83,67,-0.26,0
4072,16576.73,12,348.51,0,13399,575,72,59,348.51,65,-0.10,0
4074,19033.63,15,426.41,0,14710,503,72,47,426.41,66,-0.40,0
4075,20410.24,12.26,430.42,0,22485,622,72,53,430.42,65,-0.23,0
4076,16801.58,12.32,349.59,0,13748,656,72,59,349.59,67,-0.14,0
4077,10564.67,12.5,220.91,0,11339,638,72,47,220.91,67,-0.43,0
4078,11641.53,12,275.51,28,10663,621,60,47,275.51,55,-0.17,0
4079,16994.63,12.21,350.61,0,15913,614,72,53,350.61,67,-0.26,0
4080,23010.51,12,488.02,0,18809,582,72,53,488.02,64,-0.21,0
4081,20629.06,13.26,440.22,0,21325,551,72,54,440.22,66,-0.22,0
4082,22126.38,10.04,442.89,0,20401,734,72,35,442.89,65,-0.86,0
4083,20169.14,10,405.26,0,23101,573,72,54,405.26,65,-0.20,0
4084,25698.88,12.2,540.02,0,22468,678,72,59,540.02,65,-0.10,0
4085,13285.35,12.38,291.28,0,15239,637,72,59,291.28,62,-0.05,0
4086,13452.08,10.38,270.88,0,12499,677,72,59,270.88,65,-0.10,0
4087,13976.52,13.39,295.49,0,13292,598,73,54,295.49,68,-0.26,0
4088,19820.18,10.25,405.91,0,18397,636,72,53,405.91,63,-0.19,0
4089,13172.66,11.5,321.62,0,7225,673,60,53,321.62,52,0.02,0
4090,19498.21,10.7,397.22,0,11900,706,72,53,397.22,65,-0.23,0
4091,18430.32,13.29,391.56,0,14760,551,72,47,391.56,67,-0.43,0
4092,23487.03,12,565.34,0,22922,687,60,53,565.34,54,-0.02,0
4093,25487.45,10.13,503.16,0,26390,569,72,53,503.16,66,-0.25,0
4094,11347.88,13.47,242.32,0,9991,580,72,53,242.32,67,-0.26,0
4095,17839.43,14.3,389.56,0,16985,590,72,53,389.56,67,-0.26,0
4096,13187.8,12.4,275.17,0,10406,610,72,53,275.17,67,-0.26,0
4097,19919.79,12.27,407.39,28,18414,641,72,53,407.39,68,-0.28,0
4098,19644.18,15,439.15,0,15766,529,72,59,439.15,66,-0.12,0
4099,31785.02,11.7,662.87,0,22958,685,72,41,662.87,65,-0.59,0
4100,15870.57,11.63,325.02,0,13398,644,72,53,325.02,66,-0.25,0
4101,23893.42,12.22,503.6,0,18414,566,72,59,503.60,65,-0.10,0
4102,22206.73,12.24,459.36,0,19080,551,72,47,459.36,67,-0.43,0
4103,19153.37,10.22,422.35,58,17474,687,60,53,422.35,58,-0.09,0
4104,10647.24,13.5,228.12,0,9629,667,72,59,228.12,67,-0.14,0
4105,17385.5,10.29,349.63,0,15223,653,72,59,349.63,65,-0.10,0
4106,23105.14,12,486.26,0,21441,643,72,59,486.26,65,-0.10,0
4107,29821.57,12.18,628.36,0,30875,671,72,47,628.36,65,-0.38,0
4108,16198.07,10.21,320.38,0,14059,653,72,53,320.38,66,-0.25,0
4109,14518.69,12,301.71,0,13485,637,72,53,301.71,66,-0.25,0
4110,12622.2,21,350.88,100,12250,478,60,53,350.88,57,-0.08,0
4111,18556.61,21,587.75,88,8775,503,48,53,587.75,46,0.13,0
4112,15145.9,21,571.09,27,4450,491,42,65,571.09,36,0.45,0
4113,8642.73,21,385.64,0,575,486,36,53,385.64,29,0.45,0
4120,11362,21,398.6,74,1150,460,42,47,398.60,40,0.15,0
4121,17483.3,21,587.75,30,8300,435,48,62,587.75,42,0.32,0
4122,11484.61,21,398.86,0,5800,496,48,67,398.86,40,0.40,0
4123,8125.5,21,338.51,74,1250,449,36,53,338.51,31,0.42,0
4124,13765.09,11.19,285.34,0,7050,645,72,53,285.34,64,-0.21,0
4125,18858.3,10.46,377.12,0,10450,664,72,53,377.12,66,-0.25,0
4127,10158.59,10.6,300.34,0,6225,596,48,54,300.34,40,0.26,0
4128,12338.18,11.62,300.7,0,10725,611,60,53,300.70,53,0.00,0
4131,17284.09,12.6,364.81,0,13094,496,72,59,364.81,66,-0.12,0
4132,19488.2,12.27,403.94,0,13961,578,72,59,403.94,67,-0.14,0
4133,18573.26,12.19,393.48,0,15840,608,72,53,393.48,65,-0.23,0
4134,18363.57,13.29,391.93,0,15177,679,72,59,391.93,66,-0.12,0
4135,14416.03,10.36,286.34,0,12680,671,72,59,286.34,66,-0.12,0
4136,22053.76,12.24,465.57,0,21049,631,72,55,465.57,65,-0.18,0
4137,13655.8,12.39,284.48,0,14270,523,72,53,284.48,67,-0.26,0
4138,38836.32,12.14,799.33,0,36554,561,72,53,799.33,67,-0.26,0
4139,19936.53,10.26,394.56,0,23086,634,72,53,394.56,66,-0.25,0
4140,34812.1,14.16,739.7,0,28391,603,73,53,739.70,69,-0.30,0
4141,32274.8,10,632.15,9,24957,578,72,53,632.15,67,-0.26,0
4143,16602.55,11.1,342.3,0,11400,670,72,71,342.30,65,0.08,0
4144,15369.82,15.36,341.92,0,12972,533,72,49,341.92,67,-0.37,0
